type,from_table,from_col,to_table,to_col,constraint_name
FK,purchase_order_items,order_id,purchase_orders,id,purchase_order_items_order_id_fkey
FK,purchase_order_items,tenant_id,tenants,id,purchase_order_items_tenant_id_fkey
FK,purchase_order_items,variant_id,product_variants,id,purchase_order_items_variant_id_fkey
FK,purchase_order_items,material_id,fabric_materials,id,purchase_order_items_material_id_fkey
FK,purchase_order_items,warehouse_id,warehouses,id,purchase_order_items_warehouse_id_fkey
FK,purchase_orders,warehouse_id,warehouses,id,purchase_orders_warehouse_id_fkey
FK,purchase_orders,supplier_id,suppliers,id,purchase_orders_supplier_id_fkey
FK,purchase_orders,branch_id,branches,id,purchase_orders_branch_id_fkey
FK,purchase_orders,company_id,companies,id,purchase_orders_company_id_fkey
FK,purchase_orders,tenant_id,tenants,id,purchase_orders_tenant_id_fkey
FK,purchase_orders,quotation_id,purchase_quotations,id,purchase_orders_quotation_id_fkey
FK,purchase_quotation_items,quotation_id,purchase_quotations,id,purchase_quotation_items_quotation_fkey
FK,purchase_quotation_items,tenant_id,tenants,id,purchase_quotation_items_tenant_id_fkey
FK,purchase_quotation_items,company_id,companies,id,purchase_quotation_items_company_id_fkey
FK,purchase_quotations,supplier_id,suppliers,id,purchase_quotations_supplier_id_fkey
FK,purchase_quotations,tenant_id,tenants,id,purchase_quotations_tenant_id_fkey
FK,purchase_quotations,company_id,companies,id,purchase_quotations_company_id_fkey
FK,purchase_quotations,branch_id,branches,id,purchase_quotations_branch_id_fkey
FK,purchase_quotations,created_by,user_profiles,id,purchase_quotations_created_by_fkey
FK,purchase_quotations,request_id,purchase_requests,id,purchase_quotations_request_id_fkey
FK,purchase_receipt_items,material_id,fabric_materials,id,purchase_receipt_items_material_id_fkey
FK,purchase_receipt_items,tenant_id,tenants,id,purchase_receipt_items_tenant_id_fkey
FK,purchase_receipt_items,receipt_id,purchase_receipts,id,purchase_receipt_items_receipt_id_fkey
FK,purchase_receipt_items,variant_id,product_variants,id,purchase_receipt_items_variant_id_fkey
FK,purchase_receipt_items,shipment_item_id,shipment_items,id,purchase_receipt_items_shipment_item_id_fkey
FK,purchase_receipt_items,unit_id,units_of_measure,id,purchase_receipt_items_unit_id_fkey
FK,purchase_receipts,created_by,user_profiles,id,purchase_receipts_created_by_fkey
FK,purchase_receipts,journal_entry_id,journal_entries,id,purchase_receipts_journal_entry_id_fkey
FK,purchase_receipts,tenant_id,tenants,id,purchase_receipts_tenant_id_fkey
FK,purchase_receipts,company_id,companies,id,purchase_receipts_company_id_fkey
FK,purchase_receipts,branch_id,branches,id,purchase_receipts_branch_id_fkey
FK,purchase_receipts,shipment_id,shipments,id,purchase_receipts_shipment_id_fkey
FK,purchase_receipts,order_id,purchase_orders,id,purchase_receipts_order_id_fkey
FK,purchase_receipts,invoice_id,purchase_invoices,id,purchase_receipts_invoice_id_fkey
FK,purchase_receipts,supplier_id,suppliers,id,purchase_receipts_supplier_id_fkey
FK,purchase_receipts,warehouse_id,warehouses,id,purchase_receipts_warehouse_id_fkey
FK,purchase_request_items,company_id,companies,id,purchase_request_items_company_id_fkey
FK,purchase_request_items,tenant_id,tenants,id,purchase_request_items_tenant_id_fkey
FK,purchase_request_items,request_id,purchase_requests,id,purchase_request_items_request_fkey
FK,purchase_requests,company_id,companies,id,purchase_requests_company_id_fkey
FK,purchase_requests,tenant_id,tenants,id,purchase_requests_tenant_id_fkey
FK,purchase_requests,created_by,user_profiles,id,purchase_requests_created_by_fkey
FK,purchase_requests,requested_by,user_profiles,id,purchase_requests_requested_by_fkey
FK,purchase_requests,branch_id,branches,id,purchase_requests_branch_id_fkey
FK,purchase_return_items,return_id,purchase_returns,id,purchase_return_items_return_fkey
FK,purchase_return_items,tenant_id,tenants,id,purchase_return_items_tenant_id_fkey
FK,purchase_return_items,company_id,companies,id,purchase_return_items_company_id_fkey
FK,purchase_returns,tenant_id,tenants,id,purchase_returns_tenant_id_fkey
FK,purchase_returns,company_id,companies,id,purchase_returns_company_id_fkey
FK,purchase_returns,branch_id,branches,id,purchase_returns_branch_id_fkey
FK,purchase_returns,receipt_id,purchase_receipts,id,purchase_returns_receipt_id_fkey
FK,purchase_returns,invoice_id,purchase_invoices,id,purchase_returns_invoice_id_fkey
FK,purchase_returns,supplier_id,suppliers,id,purchase_returns_supplier_id_fkey
FK,purchase_returns,warehouse_id,warehouses,id,purchase_returns_warehouse_id_fkey
FK,purchase_returns,created_by,user_profiles,id,purchase_returns_created_by_fkey
FK,qr_codes,generated_by,user_profiles,id,qr_codes_generated_by_fkey
FK,qr_codes,tenant_id,tenants,id,qr_codes_tenant_id_fkey
FK,qr_scans,scanned_by_user_id,user_profiles,id,qr_scans_scanned_by_user_id_fkey
FK,qr_scans,qr_code_id,qr_codes,id,qr_scans_qr_code_id_fkey
FK,qr_scans,tenant_id,tenants,id,qr_scans_tenant_id_fkey
FK,quotation_items,company_id,companies,id,quotation_items_company_id_fkey
FK,quotation_items,tenant_id,tenants,id,quotation_items_tenant_id_fkey
FK,quotation_items,quotation_id,quotations,id,quotation_items_quotation_fkey
FK,quotations,customer_id,customers,id,quotations_customer_id_fkey
FK,quotations,shipping_address_id,customer_addresses,id,quotations_shipping_address_id_fkey
FK,quotations,tenant_id,tenants,id,quotations_tenant_id_fkey
FK,quotations,company_id,companies,id,quotations_company_id_fkey
FK,quotations,branch_id,branches,id,quotations_branch_id_fkey
FK,quotations,created_by,user_profiles,id,quotations_created_by_fkey
FK,recurring_entries,company_id,companies,id,recurring_entries_company_id_fkey
FK,recurring_entries,tenant_id,tenants,id,recurring_entries_tenant_id_fkey
FK,recurring_entries,approver_id,user_profiles,id,recurring_entries_approver_id_fkey
FK,recurring_entries,paused_by,user_profiles,id,recurring_entries_paused_by_fkey
FK,recurring_entries,created_by,user_profiles,id,recurring_entries_created_by_fkey
FK,recurring_entries,branch_id,branches,id,recurring_entries_branch_id_fkey
FK,recurring_entry_executions,journal_entry_id,journal_entries,id,recurring_entry_executions_journal_entry_id_fkey
FK,recurring_entry_executions,template_id,recurring_entry_templates,id,recurring_entry_executions_template_id_fkey
FK,recurring_entry_history,tenant_id,tenants,id,recurring_entry_history_tenant_id_fkey
FK,recurring_entry_history,approved_by,user_profiles,id,recurring_entry_history_approved_by_fkey
FK,recurring_entry_history,journal_entry_id,journal_entries,id,recurring_entry_history_journal_entry_id_fkey
FK,recurring_entry_history,recurring_entry_id,recurring_entries,id,recurring_entry_history_recurring_entry_id_fkey
FK,recurring_entry_history,executed_by,user_profiles,id,recurring_entry_history_executed_by_fkey
FK,recurring_entry_lines,recurring_entry_id,recurring_entries,id,recurring_entry_lines_recurring_entry_id_fkey
FK,recurring_entry_lines,template_id,recurring_entry_templates,id,recurring_entry_lines_template_id_fkey
FK,recurring_entry_lines,account_id,chart_of_accounts,id,recurring_entry_lines_account_id_fkey
FK,recurring_entry_templates,tenant_id,tenants,id,recurring_entry_templates_tenant_id_fkey
FK,recurring_entry_templates,company_id,companies,id,recurring_entry_templates_company_id_fkey
FK,remittances,branch_id,branches,id,remittances_branch_id_fkey
FK,remittances,tenant_id,tenants,id,remittances_tenant_id_fkey
FK,remittances,company_id,companies,id,remittances_company_id_fkey
FK,remittances,fund_id,funds,id,remittances_fund_id_fkey
FK,remittances,correspondent_id,correspondents,id,remittances_correspondent_id_fkey
FK,report_shares,template_id,report_templates,id,report_shares_template_id_fkey
FK,report_shares,tenant_id,tenants,id,report_shares_tenant_id_fkey
FK,report_shares,saved_report_id,saved_reports,id,report_shares_saved_report_id_fkey
FK,report_shares,shared_with_user_id,user_profiles,id,report_shares_shared_with_user_id_fkey
FK,report_shares,shared_by,user_profiles,id,report_shares_shared_by_fkey
FK,report_templates,tenant_id,tenants,id,report_templates_tenant_id_fkey
FK,report_templates,company_id,companies,id,report_templates_company_id_fkey
FK,report_templates,updated_by,user_profiles,id,report_templates_updated_by_fkey
FK,report_templates,created_by,user_profiles,id,report_templates_created_by_fkey
FK,reservation_items,reservation_id,reservations,id,reservation_items_reservation_id_fkey
FK,reservations,branch_id,branches,id,reservations_branch_id_fkey
FK,reservations,company_id,companies,id,reservations_company_id_fkey
FK,reservations,account_id,chart_of_accounts,id,reservations_account_id_fkey
FK,reservations,invoice_id,account_invoices,id,reservations_invoice_id_fkey
FK,reservations,tenant_id,tenants,id,reservations_tenant_id_fkey
FK,reservations,journal_entry_id,journal_entries,id,reservations_journal_entry_id_fkey
FK,retail_cuttings,fund_id,funds,id,retail_cuttings_fund_id_fkey
FK,retail_cuttings,roll_id,fabric_rolls,id,retail_cuttings_roll_id_fkey
FK,retail_cuttings,branch_id,branches,id,retail_cuttings_branch_id_fkey
FK,retail_cuttings,company_id,companies,id,retail_cuttings_company_id_fkey
FK,retail_cuttings,tenant_id,tenants,id,retail_cuttings_tenant_id_fkey
FK,review_votes,review_id,product_reviews,id,review_votes_review_id_fkey
FK,review_votes,customer_id,customers,id,review_votes_customer_id_fkey
FK,review_votes,tenant_id,tenants,id,review_votes_tenant_id_fkey
FK,reviews,tenant_id,tenants,id,reviews_tenant_id_fkey
FK,roles,tenant_id,tenants,id,roles_tenant_id_fkey
FK,roll_reservations,customer_id,customers,id,roll_reservations_customer_id_fkey
FK,saas_events,tenant_id,tenants,id,saas_events_tenant_id_fkey
FK,saas_payments,product_id,saas_products,id,saas_payments_product_id_fkey
FK,saas_payments,plan_id,subscription_plans,id,saas_payments_plan_id_fkey
FK,saas_payments,subscription_id,tenant_subscriptions,id,saas_payments_subscription_id_fkey
FK,saas_payments,tenant_id,tenants,id,saas_payments_tenant_id_fkey
FK,sales_deliveries,shipping_address_id,customer_addresses,id,sales_deliveries_shipping_address_id_fkey
FK,sales_deliveries,tenant_id,tenants,id,sales_deliveries_tenant_id_fkey
FK,sales_deliveries,company_id,companies,id,sales_deliveries_company_id_fkey
FK,sales_deliveries,branch_id,branches,id,sales_deliveries_branch_id_fkey
FK,sales_deliveries,order_id,sales_orders,id,sales_deliveries_order_id_fkey
FK,sales_deliveries,invoice_id,sales_invoices,id,sales_deliveries_invoice_id_fkey
FK,sales_deliveries,customer_id,customers,id,sales_deliveries_customer_id_fkey
FK,sales_deliveries,warehouse_id,warehouses,id,sales_deliveries_warehouse_id_fkey
FK,sales_deliveries,created_by,user_profiles,id,sales_deliveries_created_by_fkey
FK,sales_delivery_items,tenant_id,tenants,id,sales_delivery_items_tenant_id_fkey
FK,sales_delivery_items,unit_id,units_of_measure,id,sales_delivery_items_unit_id_fkey
FK,sales_delivery_items,variant_id,product_variants,id,sales_delivery_items_variant_id_fkey
FK,sales_delivery_items,product_id,products,id,sales_delivery_items_product_id_fkey
FK,sales_delivery_items,delivery_id,sales_deliveries,id,sales_delivery_items_delivery_id_fkey
FK,sales_invoice_items,invoice_id,sales_invoices,id,fk_sales_item_invoice
FK,sales_invoices,company_id,companies,id,fk_sales_company
FK,sales_invoices,journal_entry_id,journal_entries,id,sales_invoices_journal_entry_id_fkey
FK,sales_invoices,shipping_address_id,customer_addresses,id,sales_invoices_shipping_address_id_fkey
FK,sales_invoices,customer_id,customers,id,sales_invoices_customer_id_fkey
FK,sales_invoices,tenant_id,tenants,id,fk_sales_tenant
FK,sales_order_items,tenant_id,tenants,id,sales_order_items_tenant_id_fkey
FK,sales_order_items,company_id,companies,id,sales_order_items_company_id_fkey
FK,sales_order_items,order_id,sales_orders,id,sales_order_items_order_fkey
FK,sales_orders,branch_id,branches,id,sales_orders_branch_id_fkey
FK,sales_orders,company_id,companies,id,sales_orders_company_id_fkey
FK,sales_orders,tenant_id,tenants,id,sales_orders_tenant_id_fkey
FK,sales_orders,created_by,user_profiles,id,sales_orders_created_by_fkey
FK,sales_orders,quotation_id,quotations,id,sales_orders_quotation_id_fkey
FK,sales_orders,shipping_address_id,customer_addresses,id,sales_orders_shipping_address_id_fkey
FK,sales_orders,customer_id,customers,id,sales_orders_customer_id_fkey
FK,sales_return_items,company_id,companies,id,sales_return_items_company_id_fkey
FK,sales_return_items,tenant_id,tenants,id,sales_return_items_tenant_id_fkey
FK,sales_return_items,return_id,sales_returns,id,sales_return_items_return_fkey
FK,sales_returns,created_by,user_profiles,id,sales_returns_created_by_fkey
FK,sales_returns,customer_id,customers,id,sales_returns_customer_id_fkey
FK,sales_returns,delivery_id,sales_deliveries,id,sales_returns_delivery_id_fkey
FK,sales_returns,invoice_id,sales_invoices,id,sales_returns_invoice_id_fkey
FK,sales_returns,branch_id,branches,id,sales_returns_branch_id_fkey
FK,sales_returns,company_id,companies,id,sales_returns_company_id_fkey
FK,sales_returns,tenant_id,tenants,id,sales_returns_tenant_id_fkey
FK,sales_returns,warehouse_id,warehouses,id,sales_returns_warehouse_id_fkey
FK,sample_cutting_items,company_id,companies,id,sample_cutting_items_company_id_fkey
FK,sample_cutting_items,sample_cutting_id,sample_cuttings,id,sample_cutting_items_sample_cutting_id_fkey
FK,sample_cutting_items,roll_id,fabric_rolls,id,sample_cutting_items_roll_id_fkey
FK,sample_cutting_items,tenant_id,tenants,id,sample_cutting_items_tenant_id_fkey
FK,sample_cuttings,expense_account_id,accounts,id,sample_cuttings_expense_account_id_fkey
FK,sample_cuttings,company_id,companies,id,sample_cuttings_company_id_fkey
FK,sample_cuttings,tenant_id,tenants,id,sample_cuttings_tenant_id_fkey
FK,sample_cuttings,branch_id,branches,id,sample_cuttings_branch_id_fkey
FK,saved_reports,tenant_id,tenants,id,saved_reports_tenant_id_fkey
FK,saved_reports,generated_by,user_profiles,id,saved_reports_generated_by_fkey
FK,saved_reports,template_id,report_templates,id,saved_reports_template_id_fkey
FK,serial_number_fields,product_id,products,id,serial_number_fields_product_id_fkey
FK,serial_numbers,product_id,products,id,serial_numbers_product_id_fkey
FK,serial_numbers,bin_location_id,bin_locations,id,serial_numbers_bin_location_id_fkey
FK,serial_numbers,company_id,companies,id,serial_numbers_company_id_fkey
FK,serial_numbers,batch_id,batches,id,serial_numbers_batch_id_fkey
FK,serial_numbers,tenant_id,tenants,id,serial_numbers_tenant_id_fkey
FK,serial_numbers,warehouse_id,warehouses,id,serial_numbers_warehouse_id_fkey
FK,shipment_documents,carrier_id,shipping_carriers,id,shipment_documents_carrier_id_fkey
FK,shipment_documents,company_id,companies,id,shipment_documents_company_id_fkey
FK,shipment_items,purchase_invoice_id,purchase_invoices,id,shipment_items_purchase_invoice_id_fkey
FK,shipment_items,product_id,products,id,shipment_items_product_id_fkey
FK,shipment_items,supplier_id,suppliers,id,shipment_items_supplier_id_fkey
FK,shipment_items,tenant_id,tenants,id,shipment_items_tenant_id_fkey
FK,shipment_items,unit_id,units_of_measure,id,shipment_items_unit_id_fkey
FK,shipment_items,shipment_id,shipments,id,shipment_items_shipment_id_fkey
FK,shipment_items,color_id,fabric_colors,id,shipment_items_color_id_fkey
FK,shipments,created_by,user_profiles,id,shipments_created_by_fkey
FK,shipments,tenant_id,tenants,id,shipments_tenant_id_fkey
FK,shipments,company_id,companies,id,shipments_company_id_fkey
FK,shipments,branch_id,branches,id,shipments_branch_id_fkey
FK,shipments,supplier_id,suppliers,id,shipments_supplier_id_fkey
FK,shipments_tracking,shipment_id,shipments,id,shipments_tracking_shipment_id_fkey
FK,shipments_tracking,tenant_id,tenants,id,shipments_tracking_tenant_id_fkey
FK,shipping_carriers,company_id,companies,id,shipping_carriers_company_id_fkey
FK,shopping_cart_items,product_id,products,id,shopping_cart_items_product_id_fkey
FK,shopping_cart_items,cart_id,shopping_carts,id,shopping_cart_items_cart_id_fkey
FK,shopping_carts,tenant_id,tenants,id,shopping_carts_tenant_id_fkey
FK,shopping_carts,customer_id,customers,id,shopping_carts_customer_id_fkey
FK,shopping_carts,company_id,companies,id,shopping_carts_company_id_fkey
FK,status_groups,tenant_id,tenants,id,status_groups_tenant_id_fkey
FK,status_history,to_status_id,custom_statuses,id,status_history_to_status_id_fkey
FK,status_history,tenant_id,tenants,id,status_history_tenant_id_fkey
FK,status_history,from_status_id,custom_statuses,id,status_history_from_status_id_fkey
FK,status_transitions,tenant_id,tenants,id,status_transitions_tenant_id_fkey
FK,status_transitions,from_status_id,custom_statuses,id,status_transitions_from_status_id_fkey
FK,status_transitions,to_status_id,custom_statuses,id,status_transitions_to_status_id_fkey
FK,stock_count_items,material_id,fabric_materials,id,stock_count_items_material_id_fkey
FK,stock_count_items,stock_count_id,stock_counts,id,stock_count_items_stock_count_id_fkey
FK,stock_count_items,roll_id,fabric_rolls,id,stock_count_items_roll_id_fkey
FK,stock_count_items,product_id,products,id,stock_count_items_product_id_fkey
FK,stock_count_items,batch_id,batches,id,stock_count_items_batch_id_fkey
FK,stock_count_items,location_id,bin_locations,id,stock_count_items_location_id_fkey
FK,stock_counts,tenant_id,tenants,id,stock_counts_tenant_id_fkey
FK,stock_counts,warehouse_id,warehouses,id,stock_counts_warehouse_id_fkey
FK,stock_counts,company_id,companies,id,stock_counts_company_id_fkey
FK,stock_counts,location_id,bin_locations,id,stock_counts_location_id_fkey
FK,stock_ledger,batch_id,batches,id,stock_ledger_batch_id_fkey
FK,stock_ledger,company_id,companies,id,stock_ledger_company_id_fkey
FK,stock_ledger,product_id,products,id,stock_ledger_product_id_fkey
FK,stock_ledger,warehouse_id,warehouses,id,stock_ledger_warehouse_id_fkey
FK,subscription_alerts,subscription_id,tenant_subscriptions,id,subscription_alerts_subscription_id_fkey
FK,subscription_alerts,tenant_id,tenants,id,subscription_alerts_tenant_id_fkey
FK,subscription_plans,product_id,saas_products,id,subscription_plans_product_id_fkey
FK,subscriptions,tenant_id,tenants,id,subscriptions_tenant_id_fkey
FK,subscriptions,plan_id,subscription_plans,id,subscriptions_plan_id_fkey
FK,subscriptions,product_id,saas_products,id,subscriptions_product_id_fkey
FK,supplier_groups,parent_id,supplier_groups,id,supplier_groups_parent_id_fkey
FK,supplier_groups,tenant_id,tenants,id,supplier_groups_tenant_id_fkey
FK,suppliers,payable_account_id,chart_of_accounts,id,suppliers_payable_account_id_fkey
FK,suppliers,tenant_id,tenants,id,suppliers_tenant_id_fkey
FK,suppliers,company_id,companies,id,suppliers_company_id_fkey
FK,suppliers,group_id,supplier_groups,id,suppliers_group_id_fkey
FK,support_tickets,tenant_id,tenants,id,support_tickets_tenant_id_fkey
FK,target_achievement_log,target_id,employee_targets,id,target_achievement_log_target_id_fkey
FK,tax_payment_schedules,tenant_id,tenants,id,tax_payment_schedules_tenant_id_fkey
FK,tax_payment_schedules,expense_account_id,chart_of_accounts,id,tax_payment_schedules_expense_account_id_fkey
FK,tax_payment_schedules,company_id,companies,id,tax_payment_schedules_company_id_fkey
FK,tax_payment_schedules,liability_account_id,chart_of_accounts,id,tax_payment_schedules_liability_account_id_fkey
FK,tax_rates,sales_account_id,chart_of_accounts,id,tax_rates_sales_account_id_fkey
FK,tax_rates,purchase_account_id,chart_of_accounts,id,tax_rates_purchase_account_id_fkey
FK,tax_rates,company_id,companies,id,tax_rates_company_id_fkey
FK,tax_rates,tenant_id,tenants,id,tax_rates_tenant_id_fkey
FK,tenant_languages,tenant_id,tenants,id,tenant_languages_tenant_id_fkey
FK,tenant_modules,tenant_id,tenants,id,tenant_modules_tenant_id_fkey
FK,tenant_referrals,referrer_tenant_id,tenants,id,tenant_referrals_referrer_tenant_id_fkey
FK,tenant_referrals,referee_tenant_id,tenants,id,tenant_referrals_referee_tenant_id_fkey
FK,tenant_subscriptions,plan_id,subscription_plans,id,tenant_subscriptions_plan_id_fkey
FK,tenant_subscriptions,tenant_id,tenants,id,tenant_subscriptions_tenant_id_fkey
FK,tenant_users,tenant_id,tenants,id,tenant_users_tenant_id_fkey
FK,tenants,partner_id,partners,id,tenants_partner_id_fkey
FK,tenants,agent_id,agents,id,tenants_agent_id_fkey
FK,tenants,product_id,saas_products,id,tenants_product_id_fkey
FK,ticket_replies,ticket_id,support_tickets,id,ticket_replies_ticket_id_fkey
FK,transit_reservations,created_by,user_profiles,id,transit_reservations_created_by_fkey
FK,transit_reservations,product_id,products,id,transit_reservations_product_id_fkey
FK,transit_reservations,shipment_item_id,shipment_items,id,transit_reservations_shipment_item_id_fkey
FK,transit_reservations,shipment_id,shipments,id,transit_reservations_shipment_id_fkey
FK,transit_reservations,sales_order_id,sales_orders,id,transit_reservations_sales_order_id_fkey
FK,transit_reservations,customer_id,customers,id,transit_reservations_customer_id_fkey
FK,transit_reservations,branch_id,branches,id,transit_reservations_branch_id_fkey
FK,transit_reservations,company_id,companies,id,transit_reservations_company_id_fkey
FK,transit_reservations,tenant_id,tenants,id,transit_reservations_tenant_id_fkey
FK,transit_reservations,shipping_address_id,customer_addresses,id,transit_reservations_shipping_address_id_fkey
FK,units_of_measure,base_unit_id,units_of_measure,id,units_of_measure_base_unit_id_fkey
FK,units_of_measure,tenant_id,tenants,id,units_of_measure_tenant_id_fkey
FK,uom,tenant_id,tenants,id,uom_tenant_id_fkey
FK,usage_analytics,tenant_id,tenants,id,usage_analytics_tenant_id_fkey
FK,usage_stats,tenant_id,tenants,id,usage_stats_tenant_id_fkey
FK,user_branch_permissions,tenant_id,tenants,id,user_branch_permissions_tenant_id_fkey
FK,user_branch_permissions,branch_id,branches,id,user_branch_permissions_branch_id_fkey
FK,user_feature_permissions,feature_code,module_features,module_code,user_feature_permissions_module_code_feature_code_fkey
FK,user_feature_permissions,tenant_id,tenants,id,user_feature_permissions_tenant_id_fkey
FK,user_feature_permissions,feature_code,module_features,feature_code,user_feature_permissions_module_code_feature_code_fkey
FK,user_feature_permissions,module_code,module_features,module_code,user_feature_permissions_module_code_feature_code_fkey
FK,user_feature_permissions,module_code,module_features,feature_code,user_feature_permissions_module_code_feature_code_fkey
FK,user_feature_permissions,company_id,companies,id,user_feature_permissions_company_id_fkey
FK,user_fund_permissions,tenant_id,tenants,id,user_fund_permissions_tenant_id_fkey
FK,user_fund_permissions,fund_account_id,chart_of_accounts,id,user_fund_permissions_fund_account_id_fkey
FK,user_module_permissions,company_id,companies,id,user_module_permissions_company_id_fkey
FK,user_module_permissions,tenant_id,tenants,id,user_module_permissions_tenant_id_fkey
FK,user_profiles,branch_id,branches,id,user_profiles_branch_id_fkey
FK,user_profiles,tenant_id,tenants,id,user_profiles_tenant_id_fkey
FK,user_profiles,customer_id,customers,id,user_profiles_customer_id_fkey
FK,user_profiles,company_id,companies,id,user_profiles_company_id_fkey
FK,user_resource_access,user_id,user_profiles,id,fk_ura_user
FK,user_role_assignments,tenant_id,tenants,id,user_role_assignments_tenant_id_fkey
FK,user_role_assignments,company_id,companies,id,user_role_assignments_company_id_fkey
FK,user_roles,tenant_id,tenants,id,fk_user_roles_tenant
FK,user_roles,company_id,companies,id,fk_user_roles_company
FK,user_roles,role_id,roles,id,fk_user_roles_role
FK,user_roles,user_id,user_profiles,id,fk_user_roles_user
FK,user_warehouse_permissions,warehouse_id,warehouses,id,user_warehouse_permissions_warehouse_id_fkey
FK,user_warehouse_permissions,tenant_id,tenants,id,user_warehouse_permissions_tenant_id_fkey
FK,warehouse_assignments,tenant_id,tenants,id,warehouse_assignments_tenant_id_fkey
FK,warehouse_assignments,warehouse_id,warehouses,id,warehouse_assignments_warehouse_id_fkey
FK,warehouse_assignments,user_id,user_profiles,id,warehouse_assignments_user_id_fkey
FK,warehouse_assignments,assigned_by,user_profiles,id,warehouse_assignments_assigned_by_fkey
FK,warehouses,company_id,companies,id,warehouses_company_id_fkey
FK,warehouses,branch_id,branches,id,warehouses_branch_id_fkey
FK,warehouses,tenant_id,tenants,id,fk_warehouses_tenant
FK,webhook_endpoints,tenant_id,tenants,id,webhook_endpoints_tenant_id_fkey
FK,webhook_logs,endpoint_id,webhook_endpoints,id,webhook_logs_endpoint_id_fkey
FK,white_label_configs,agent_id,agents,id,white_label_configs_agent_id_fkey
FK,white_label_domains,agent_id,agents,id,white_label_domains_agent_id_fkey
FK,white_label_payments,agent_id,agents,id,white_label_payments_agent_id_fkey
FK,white_label_stats,agent_id,agents,id,white_label_stats_agent_id_fkey
FK,workflow_notification_settings,tenant_id,tenants,id,workflow_notification_settings_tenant_id_fkey
FK,workflow_scenario_toggles,tenant_id,tenants,id,workflow_scenario_toggles_tenant_id_fkey
