type,table_name,column_name,full_type,is_nullable,col_default
COL,account_invoice_items,id,uuid,NO,gen_random_uuid()
COL,account_invoice_items,tenant_id,uuid,NO,null
COL,account_invoice_items,invoice_id,uuid,NO,null
COL,account_invoice_items,line_number,integer,YES,1
COL,account_invoice_items,product_id,uuid,YES,null
COL,account_invoice_items,description,text,NO,null
COL,account_invoice_items,quantity,numeric,NO,1
COL,account_invoice_items,unit,character varying(50),YES,null
COL,account_invoice_items,unit_price,numeric,NO,0
COL,account_invoice_items,discount_type,character varying(20),YES,'fixed'::character varying
COL,account_invoice_items,discount_value,numeric,YES,0
COL,account_invoice_items,discount_amount,numeric,YES,0
COL,account_invoice_items,tax_rate,numeric,YES,0
COL,account_invoice_items,tax_amount,numeric,YES,0
COL,account_invoice_items,subtotal,numeric,NO,0
COL,account_invoice_items,total,numeric,NO,0
COL,account_invoice_items,sub_account_id,uuid,YES,null
COL,account_invoice_items,notes,text,YES,null
COL,account_invoice_items,created_at,timestamp with time zone,YES,now()
COL,account_invoice_items,updated_at,timestamp with time zone,YES,now()
COL,account_invoices,id,uuid,NO,gen_random_uuid()
COL,account_invoices,tenant_id,uuid,NO,null
COL,account_invoices,company_id,uuid,NO,null
COL,account_invoices,branch_id,uuid,YES,null
COL,account_invoices,invoice_number,character varying(50),NO,null
COL,account_invoices,invoice_date,date,NO,CURRENT_DATE
COL,account_invoices,due_date,date,YES,null
COL,account_invoices,invoice_type,character varying(30),NO,'receivable'::character varying
COL,account_invoices,account_id,uuid,YES,null
COL,account_invoices,party_type,character varying(20),YES,null
COL,account_invoices,party_id,uuid,YES,null
COL,account_invoices,party_name,character varying(200),YES,null
COL,account_invoices,currency,character varying(3),YES,'USD'::character varying
COL,account_invoices,exchange_rate,numeric,YES,1
COL,account_invoices,subtotal,numeric,YES,0
COL,account_invoices,discount_amount,numeric,YES,0
COL,account_invoices,tax_amount,numeric,YES,0
COL,account_invoices,total_amount,numeric,NO,0
COL,account_invoices,paid_amount,numeric,YES,0
COL,account_invoices,debit_amount,numeric,YES,0
COL,account_invoices,credit_amount,numeric,YES,0
COL,account_invoices,status,character varying(20),YES,'draft'::character varying
COL,account_invoices,payment_status,character varying(20),YES,'unpaid'::character varying
COL,account_invoices,journal_entry_id,uuid,YES,null
COL,account_invoices,is_posted,boolean,YES,false
COL,account_invoices,posted_at,timestamp with time zone,YES,null
COL,account_invoices,posted_by,uuid,YES,null
COL,account_invoices,description,text,YES,null
COL,account_invoices,notes,text,YES,null
COL,account_invoices,internal_notes,text,YES,null
COL,account_invoices,attachment_url,text,YES,null
COL,account_invoices,cancelled_at,timestamp with time zone,YES,null
COL,account_invoices,cancelled_by,uuid,YES,null
COL,account_invoices,cancel_reason,text,YES,null
COL,account_invoices,created_by,uuid,YES,null
COL,account_invoices,created_at,timestamp with time zone,YES,now()
COL,account_invoices,updated_at,timestamp with time zone,YES,now()
COL,account_transfers,id,uuid,NO,gen_random_uuid()
COL,account_transfers,tenant_id,uuid,NO,null
COL,account_transfers,company_id,uuid,NO,null
COL,account_transfers,source_account_id,uuid,NO,null
COL,account_transfers,target_account_id,uuid,NO,null
COL,account_transfers,transfer_type,character varying(20),NO,null
COL,account_transfers,amount,numeric,YES,null
COL,account_transfers,journal_entry_id,uuid,YES,null
COL,account_transfers,notes,text,YES,null
COL,account_transfers,created_by,uuid,YES,null
COL,account_transfers,created_at,timestamp with time zone,YES,now()
COL,account_transfers,updated_at,timestamp with time zone,YES,now()
COL,account_types,id,uuid,NO,gen_random_uuid()
COL,account_types,code,character varying(20),NO,null
COL,account_types,name_ar,character varying(100),NO,null
COL,account_types,name_en,character varying(100),YES,null
COL,account_types,classification,character varying(50),NO,null
COL,account_types,normal_balance,character varying(10),NO,null
COL,account_types,display_order,integer,YES,0
COL,account_types,is_system,boolean,YES,true
COL,account_types,name_ru,character varying(100),YES,null
COL,account_types,name_uk,character varying(100),YES,null
COL,account_types,name_ro,character varying(100),YES,null
COL,account_types,name_pl,character varying(100),YES,null
COL,account_types,name_tr,character varying(100),YES,null
COL,account_types,name_de,character varying(100),YES,null
COL,account_types,name_it,character varying(100),YES,null
COL,account_types,created_at,timestamp with time zone,YES,now()
COL,account_types,updated_at,timestamp with time zone,YES,now()
COL,accounting_periods,id,uuid,NO,gen_random_uuid()
COL,accounting_periods,tenant_id,uuid,NO,null
COL,accounting_periods,company_id,uuid,NO,null
COL,accounting_periods,fiscal_year_id,uuid,NO,null
COL,accounting_periods,name,character varying(100),NO,null
COL,accounting_periods,period_number,integer,NO,null
COL,accounting_periods,start_date,date,NO,null
COL,accounting_periods,end_date,date,NO,null
COL,accounting_periods,is_closed,boolean,YES,false
COL,accounting_periods,closed_at,timestamp with time zone,YES,null
COL,accounting_periods,closed_by,uuid,YES,null
COL,accounting_periods,created_at,timestamp with time zone,YES,now()
COL,accounting_periods,updated_at,timestamp with time zone,YES,now()
COL,accounts,id,uuid,NO,uuid_generate_v4()
COL,accounts,company_id,uuid,YES,null
COL,accounts,code,character varying(20),NO,null
COL,accounts,name,character varying(255),NO,null
COL,accounts,name_en,character varying(255),YES,null
COL,accounts,account_type,USER-DEFINED,NO,null
COL,accounts,parent_id,uuid,YES,null
COL,accounts,level,integer,YES,1
COL,accounts,is_group,boolean,YES,false
COL,accounts,is_active,boolean,YES,true
COL,accounts,currency_code,character varying(3),YES,'SAR'::character varying
COL,accounts,opening_balance,numeric,YES,0
COL,accounts,current_balance,numeric,YES,0
COL,accounts,account_category,character varying(50),YES,null
COL,accounts,created_at,timestamp with time zone,YES,now()
COL,accounts,updated_at,timestamp with time zone,YES,now()
COL,accounts,tenant_id,uuid,YES,null
COL,admin_expiring_subscriptions,tenant_id,uuid,YES,null
COL,admin_expiring_subscriptions,tenant_name,character varying(200),YES,null
COL,admin_expiring_subscriptions,owner_email,character varying(200),YES,null
COL,admin_expiring_subscriptions,status,character varying(20),YES,null
COL,admin_expiring_subscriptions,trial_ends_at,timestamp with time zone,YES,null
COL,admin_expiring_subscriptions,current_period_end,timestamp with time zone,YES,null
COL,admin_expiring_subscriptions,plan_name,character varying(100),YES,null
COL,admin_expiring_subscriptions,time_remaining,interval,YES,null
COL,admin_revenue_summary,month,timestamp with time zone,YES,null
COL,admin_revenue_summary,paying_customers,bigint,YES,null
COL,admin_revenue_summary,invoices_count,bigint,YES,null
COL,admin_revenue_summary,total_invoiced,numeric,YES,null
COL,admin_revenue_summary,total_collected,numeric,YES,null
COL,admin_revenue_summary,paid_invoices_amount,numeric,YES,null
COL,admin_revenue_summary,overdue_amount,numeric,YES,null
COL,admin_tenants_summary,id,uuid,YES,null
COL,admin_tenants_summary,code,character varying(50),YES,null
COL,admin_tenants_summary,name,character varying(200),YES,null
COL,admin_tenants_summary,owner_email,character varying(200),YES,null
COL,admin_tenants_summary,status,character varying(20),YES,null
COL,admin_tenants_summary,country,character varying(100),YES,null
COL,admin_tenants_summary,created_at,timestamp with time zone,YES,null
COL,admin_tenants_summary,last_activity_at,timestamp with time zone,YES,null
COL,admin_tenants_summary,subscription_status,character varying(20),YES,null
COL,admin_tenants_summary,plan_name,character varying(100),YES,null
COL,admin_tenants_summary,product_name,character varying(100),YES,null
COL,admin_tenants_summary,trial_ends_at,timestamp with time zone,YES,null
COL,admin_tenants_summary,current_period_end,timestamp with time zone,YES,null
COL,admin_tenants_summary,subscription_amount,numeric,YES,null
COL,admin_tenants_summary,modules_count,bigint,YES,null
COL,admin_tenants_summary,users_count,integer,YES,null
COL,admin_tenants_summary,storage_used_mb,integer,YES,null
COL,agent_bonuses,id,uuid,NO,gen_random_uuid()
COL,agent_bonuses,bonus_type,character varying(50),NO,null
COL,agent_bonuses,name_ar,character varying(200),NO,null
COL,agent_bonuses,name_en,character varying(200),YES,null
COL,agent_bonuses,description,text,YES,null
COL,agent_bonuses,condition_type,character varying(50),NO,null
COL,agent_bonuses,condition_value,numeric,NO,null
COL,agent_bonuses,condition_period,character varying(20),YES,null
COL,agent_bonuses,bonus_amount,numeric,YES,null
COL,agent_bonuses,bonus_percent,numeric,YES,null
COL,agent_bonuses,valid_from,date,YES,null
COL,agent_bonuses,valid_to,date,YES,null
COL,agent_bonuses,max_claims,integer,YES,null
COL,agent_bonuses,max_per_agent,integer,YES,1
COL,agent_bonuses,is_active,boolean,YES,true
COL,agent_bonuses,created_at,timestamp with time zone,YES,now()
COL,agent_bonuses,updated_at,timestamp with time zone,YES,now()
COL,agent_commission_rules,id,uuid,NO,uuid_generate_v4()
COL,agent_commission_rules,agent_id,uuid,YES,null
COL,agent_commission_rules,rule_id,uuid,YES,null
COL,agent_commission_rules,custom_rate,numeric,YES,null
COL,agent_commission_rules,created_at,timestamp with time zone,YES,now()
COL,agent_commission_rules,updated_at,timestamp with time zone,YES,now()
COL,agent_commissions,id,uuid,NO,gen_random_uuid()
COL,agent_commissions,tenant_id,uuid,NO,null
COL,agent_commissions,agent_id,uuid,NO,null
COL,agent_commissions,commission_type,character varying(30),NO,null
COL,agent_commissions,base_amount,numeric,NO,null
COL,agent_commissions,commission_percent,numeric,NO,null
COL,agent_commissions,commission_amount,numeric,NO,null
COL,agent_commissions,currency,character varying(3),YES,'USD'::character varying
COL,agent_commissions,period_start,date,YES,null
COL,agent_commissions,period_end,date,YES,null
COL,agent_commissions,reference_type,character varying(50),YES,null
COL,agent_commissions,reference_id,uuid,YES,null
COL,agent_commissions,invoice_number,character varying(50),YES,null
COL,agent_commissions,status,character varying(20),YES,'pending'::character varying
COL,agent_commissions,auto_approved,boolean,YES,false
COL,agent_commissions,approved_at,timestamp with time zone,YES,null
COL,agent_commissions,approved_by,uuid,YES,null
COL,agent_commissions,approval_notes,text,YES,null
COL,agent_commissions,paid_at,timestamp with time zone,YES,null
COL,agent_commissions,paid_by,uuid,YES,null
COL,agent_commissions,payment_reference,character varying(100),YES,null
COL,agent_commissions,withdrawal_id,uuid,YES,null
COL,agent_commissions,created_at,timestamp with time zone,YES,now()
COL,agent_commissions,updated_at,timestamp with time zone,YES,now()
COL,agent_events,id,uuid,NO,gen_random_uuid()
COL,agent_events,agent_id,uuid,NO,null
COL,agent_events,event_type,character varying(50),NO,null
COL,agent_events,event_data,jsonb,YES,'{}'::jsonb
COL,agent_events,ip_address,character varying(45),YES,null
COL,agent_events,user_agent,text,YES,null
COL,agent_events,created_at,timestamp with time zone,YES,now()
COL,agent_events,updated_at,timestamp with time zone,YES,now()
COL,agent_messages,id,uuid,NO,gen_random_uuid()
COL,agent_messages,agent_id,uuid,NO,null
COL,agent_messages,direction,character varying(10),NO,null
COL,agent_messages,subject,character varying(200),YES,null
COL,agent_messages,message,text,NO,null
COL,agent_messages,attachments,jsonb,YES,'[]'::jsonb
COL,agent_messages,is_read,boolean,YES,false
COL,agent_messages,read_at,timestamp with time zone,YES,null
COL,agent_messages,reply_to_id,uuid,YES,null
COL,agent_messages,sent_by,uuid,YES,null
COL,agent_messages,sent_by_name,character varying(200),YES,null
COL,agent_messages,created_at,timestamp with time zone,YES,now()
COL,agent_messages,updated_at,timestamp with time zone,YES,now()
COL,agent_targets,id,uuid,NO,gen_random_uuid()
COL,agent_targets,agent_id,uuid,NO,null
COL,agent_targets,period_type,character varying(20),NO,null
COL,agent_targets,period_start,date,NO,null
COL,agent_targets,period_end,date,NO,null
COL,agent_targets,target_tenants,integer,YES,0
COL,agent_targets,target_revenue,numeric,YES,0
COL,agent_targets,target_commissions,numeric,YES,0
COL,agent_targets,achieved_tenants,integer,YES,0
COL,agent_targets,achieved_revenue,numeric,YES,0
COL,agent_targets,achieved_commissions,numeric,YES,0
COL,agent_targets,tenants_progress,numeric,YES,null
COL,agent_targets,revenue_progress,numeric,YES,null
COL,agent_targets,bonus_earned,numeric,YES,0
COL,agent_targets,bonus_paid,boolean,YES,false
COL,agent_targets,status,character varying(20),YES,'active'::character varying
COL,agent_targets,created_at,timestamp with time zone,YES,now()
COL,agent_targets,updated_at,timestamp with time zone,YES,now()
COL,agent_tiers,id,uuid,NO,gen_random_uuid()
COL,agent_tiers,code,character varying(20),NO,null
COL,agent_tiers,name_ar,character varying(100),NO,null
COL,agent_tiers,name_en,character varying(100),YES,null
COL,agent_tiers,min_tenants,integer,YES,0
COL,agent_tiers,min_revenue,numeric,YES,0
COL,agent_tiers,commission_percent,numeric,NO,null
COL,agent_tiers,recurring_commission_percent,numeric,NO,null
COL,agent_tiers,bonus_per_tenant,numeric,YES,0
COL,agent_tiers,priority_support,boolean,YES,false
COL,agent_tiers,dedicated_manager,boolean,YES,false
COL,agent_tiers,custom_branding,boolean,YES,false
COL,agent_tiers,api_access,boolean,YES,false
COL,agent_tiers,badge_color,character varying(7),YES,null
COL,agent_tiers,icon,character varying(50),YES,null
COL,agent_tiers,display_order,integer,YES,0
COL,agent_tiers,is_active,boolean,YES,true
COL,agent_tiers,created_at,timestamp with time zone,YES,now()
COL,agent_tiers,updated_at,timestamp with time zone,YES,now()
COL,agent_withdrawals,id,uuid,NO,gen_random_uuid()
COL,agent_withdrawals,agent_id,uuid,NO,null
COL,agent_withdrawals,amount,numeric,NO,null
COL,agent_withdrawals,currency,character varying(3),YES,'USD'::character varying
COL,agent_withdrawals,fee_amount,numeric,YES,0
COL,agent_withdrawals,net_amount,numeric,NO,null
COL,agent_withdrawals,withdrawal_method,character varying(50),NO,null
COL,agent_withdrawals,bank_name,character varying(200),YES,null
COL,agent_withdrawals,bank_account_name,character varying(200),YES,null
COL,agent_withdrawals,bank_account_number,character varying(100),YES,null
COL,agent_withdrawals,bank_iban,character varying(50),YES,null
COL,agent_withdrawals,bank_swift,character varying(20),YES,null
COL,agent_withdrawals,bank_country,character varying(100),YES,null
COL,agent_withdrawals,paypal_email,character varying(200),YES,null
COL,agent_withdrawals,wise_email,character varying(200),YES,null
COL,agent_withdrawals,status,character varying(20),YES,'pending'::character varying
COL,agent_withdrawals,requested_at,timestamp with time zone,YES,now()
COL,agent_withdrawals,approved_at,timestamp with time zone,YES,null
COL,agent_withdrawals,approved_by,uuid,YES,null
COL,agent_withdrawals,processed_at,timestamp with time zone,YES,null
COL,agent_withdrawals,processed_by,uuid,YES,null
COL,agent_withdrawals,completed_at,timestamp with time zone,YES,null
COL,agent_withdrawals,transaction_id,character varying(200),YES,null
COL,agent_withdrawals,transaction_proof,text,YES,null
COL,agent_withdrawals,agent_notes,text,YES,null
COL,agent_withdrawals,admin_notes,text,YES,null
COL,agent_withdrawals,rejection_reason,text,YES,null
COL,agent_withdrawals,created_at,timestamp with time zone,YES,now()
COL,agent_withdrawals,updated_at,timestamp with time zone,YES,now()
COL,agents,id,uuid,NO,uuid_generate_v4()
COL,agents,company_id,uuid,YES,null
COL,agents,code,character varying(20),NO,null
COL,agents,name,character varying(255),NO,null
COL,agents,name_en,character varying(255),YES,null
COL,agents,agent_type,character varying(20),YES,'salesperson'::character varying
COL,agents,phone,character varying(50),YES,null
COL,agents,email,character varying(255),YES,null
COL,agents,address,text,YES,null
COL,agents,account_id,uuid,YES,null
COL,agents,user_id,uuid,YES,null
COL,agents,is_active,boolean,YES,true
COL,agents,created_at,timestamp with time zone,YES,now()
COL,agents,has_white_label,boolean,YES,false
COL,agents,white_label_status,character varying(20),YES,'inactive'::character varying
COL,agents,white_label_payment_amount,numeric,YES,0
COL,agents,white_label_payment_date,timestamp with time zone,YES,null
COL,agents,white_label_payment_reference,character varying(200),YES,null
COL,agents,white_label_commission_percent,numeric,YES,50
COL,agents,white_label_activated_at,timestamp with time zone,YES,null
COL,agents,white_label_expires_at,timestamp with time zone,YES,null
COL,agents,white_label_suspended_at,timestamp with time zone,YES,null
COL,agents,white_label_suspended_reason,text,YES,null
COL,agents,white_label_approved_at,timestamp with time zone,YES,null
COL,agents,white_label_approved_by,uuid,YES,null
COL,agents,updated_at,timestamp with time zone,YES,now()
COL,announcements,id,uuid,NO,gen_random_uuid()
COL,announcements,tenant_id,uuid,YES,null
COL,announcements,title_ar,character varying(200),NO,null
COL,announcements,title_en,character varying(200),YES,null
COL,announcements,content_ar,text,NO,null
COL,announcements,content_en,text,YES,null
COL,announcements,announcement_type,character varying(50),NO,null
COL,announcements,target_audience,character varying(20),YES,'all'::character varying
COL,announcements,target_plans,ARRAY,YES,null
COL,announcements,target_products,ARRAY,YES,null
COL,announcements,display_type,character varying(20),YES,'banner'::character varying
COL,announcements,bg_color,character varying(7),YES,null
COL,announcements,text_color,character varying(7),YES,null
COL,announcements,action_url,text,YES,null
COL,announcements,action_text,character varying(100),YES,null
COL,announcements,starts_at,timestamp with time zone,YES,now()
COL,announcements,ends_at,timestamp with time zone,YES,null
COL,announcements,is_dismissible,boolean,YES,true
COL,announcements,is_active,boolean,YES,true
COL,announcements,created_at,timestamp with time zone,YES,now()
COL,announcements,updated_at,timestamp with time zone,YES,now()
COL,audit_logs,id,uuid,NO,gen_random_uuid()
COL,audit_logs,tenant_id,uuid,YES,null
COL,audit_logs,user_id,uuid,YES,null
COL,audit_logs,action,character varying(50),NO,null
COL,audit_logs,entity_type,character varying(100),YES,null
COL,audit_logs,entity_id,uuid,YES,null
COL,audit_logs,entity_name,character varying(255),YES,null
COL,audit_logs,old_values,jsonb,YES,null
COL,audit_logs,new_values,jsonb,YES,null
COL,audit_logs,changes,jsonb,YES,null
COL,audit_logs,ip_address,inet,YES,null
COL,audit_logs,user_agent,text,YES,null
COL,audit_logs,session_id,uuid,YES,null
COL,audit_logs,metadata,jsonb,YES,'{}'::jsonb
COL,audit_logs,severity,character varying(20),YES,'info'::character varying
COL,audit_logs,created_at,timestamp with time zone,YES,now()
COL,audit_logs,updated_at,timestamp with time zone,YES,now()
COL,bank_account_limits,id,uuid,NO,gen_random_uuid()
COL,bank_account_limits,tenant_id,uuid,NO,null
COL,bank_account_limits,company_id,uuid,NO,null
COL,bank_account_limits,account_id,uuid,NO,null
COL,bank_account_limits,fop_group,character varying(20),YES,null
COL,bank_account_limits,account_type,character varying(50),YES,null
COL,bank_account_limits,annual_limit,numeric,YES,null
COL,bank_account_limits,monthly_limit,numeric,YES,null
COL,bank_account_limits,current_year_total,numeric,YES,0
COL,bank_account_limits,current_month_total,numeric,YES,0
COL,bank_account_limits,last_reset_date,date,YES,null
COL,bank_account_limits,warning_threshold_percent,integer,YES,80
COL,bank_account_limits,alert_threshold_percent,integer,YES,95
COL,bank_account_limits,country_code,character varying(2),YES,'UA'::character varying
COL,bank_account_limits,is_active,boolean,YES,true
COL,bank_account_limits,created_at,timestamp with time zone,YES,now()
COL,bank_account_limits,updated_at,timestamp with time zone,YES,now()
COL,bank_integrations,id,uuid,NO,gen_random_uuid()
COL,bank_integrations,tenant_id,uuid,YES,null
COL,bank_integrations,bank_name,character varying(50),YES,null
COL,bank_integrations,api_key,text,YES,null
COL,bank_integrations,account_id,uuid,YES,null
COL,bank_integrations,last_sync_at,timestamp with time zone,YES,null
COL,bank_integrations,created_at,timestamp with time zone,YES,now()
COL,batches,id,uuid,NO,uuid_generate_v4()
COL,batches,company_id,uuid,YES,null
COL,batches,batch_number,character varying(50),NO,null
COL,batches,product_id,uuid,YES,null
COL,batches,manufacturing_date,date,YES,null
COL,batches,expiry_date,date,YES,null
COL,batches,supplier_id,uuid,YES,null
COL,batches,container_id,uuid,YES,null
COL,batches,cost_per_unit,numeric,YES,null
COL,batches,remarks,text,YES,null
COL,batches,tenant_id,uuid,YES,null
COL,batches,created_at,timestamp with time zone,YES,now()
COL,batches,updated_at,timestamp with time zone,YES,now()
COL,billing_invoices,id,uuid,NO,gen_random_uuid()
COL,billing_invoices,tenant_id,uuid,NO,null
COL,billing_invoices,subscription_id,uuid,YES,null
COL,billing_invoices,invoice_number,character varying(50),NO,null
COL,billing_invoices,invoice_date,date,NO,CURRENT_DATE
COL,billing_invoices,due_date,date,YES,null
COL,billing_invoices,period_start,date,YES,null
COL,billing_invoices,period_end,date,YES,null
COL,billing_invoices,subtotal,numeric,NO,null
COL,billing_invoices,discount_amount,numeric,YES,0
COL,billing_invoices,tax_amount,numeric,YES,0
COL,billing_invoices,total_amount,numeric,NO,null
COL,billing_invoices,currency,character varying(3),YES,'USD'::character varying
COL,billing_invoices,status,character varying(20),YES,'pending'::character varying
COL,billing_invoices,paid_at,timestamp with time zone,YES,null
COL,billing_invoices,paid_amount,numeric,YES,null
COL,billing_invoices,line_items,jsonb,YES,'[]'::jsonb
COL,billing_invoices,notes,text,YES,null
COL,billing_invoices,created_at,timestamp with time zone,YES,now()
COL,billing_invoices,updated_at,timestamp with time zone,YES,now()
COL,billing_payments,id,uuid,NO,gen_random_uuid()
COL,billing_payments,tenant_id,uuid,NO,null
COL,billing_payments,invoice_id,uuid,YES,null
COL,billing_payments,payment_date,date,NO,CURRENT_DATE
COL,billing_payments,amount,numeric,NO,null
COL,billing_payments,currency,character varying(3),YES,'USD'::character varying
COL,billing_payments,payment_method,character varying(50),NO,null
COL,billing_payments,transaction_id,character varying(200),YES,null
COL,billing_payments,gateway,character varying(50),YES,null
COL,billing_payments,gateway_response,jsonb,YES,null
COL,billing_payments,status,character varying(20),YES,'completed'::character varying
COL,billing_payments,notes,text,YES,null
COL,billing_payments,created_by,uuid,YES,null
COL,billing_payments,created_at,timestamp with time zone,YES,now()
COL,billing_payments,updated_at,timestamp with time zone,YES,now()
COL,bin_locations,id,uuid,NO,uuid_generate_v4()
COL,bin_locations,warehouse_id,uuid,YES,null
COL,bin_locations,code,character varying(50),NO,null
COL,bin_locations,name,character varying(100),YES,null
COL,bin_locations,row_code,character varying(10),YES,null
COL,bin_locations,column_code,character varying(10),YES,null
COL,bin_locations,shelf_code,character varying(10),YES,null
COL,bin_locations,is_active,boolean,YES,true
COL,bin_locations,tenant_id,uuid,YES,null
COL,bin_locations,company_id,uuid,YES,null
COL,bin_locations,created_at,timestamp with time zone,YES,now()
COL,bin_locations,updated_at,timestamp with time zone,YES,now()
COL,branches,id,uuid,NO,uuid_generate_v4()
COL,branches,company_id,uuid,YES,null
COL,branches,code,character varying(20),NO,null
COL,branches,name,character varying(255),NO,null
COL,branches,name_en,character varying(255),YES,null
COL,branches,branch_type,character varying(20),YES,'regular'::character varying
COL,branches,address,text,YES,null
COL,branches,city,character varying(100),YES,null
COL,branches,phone,character varying(50),YES,null
COL,branches,is_main,boolean,YES,false
COL,branches,is_active,boolean,YES,true
COL,branches,has_multiple_funds,boolean,YES,false
COL,branches,created_at,timestamp with time zone,YES,now()
COL,branches,tenant_id,uuid,NO,null
COL,branches,name_ar,character varying(200),YES,null
COL,branches,country,character varying(100),YES,null
COL,branches,manager_id,uuid,YES,null
COL,branches,default_warehouse_id,uuid,YES,null
COL,branches,default_currency,character varying(3),YES,null
COL,branches,working_hours,jsonb,YES,'{}'::jsonb
COL,branches,updated_at,timestamp with time zone,YES,now()
COL,budget_alerts,id,uuid,NO,gen_random_uuid()
COL,budget_alerts,tenant_id,uuid,NO,null
COL,budget_alerts,budget_id,uuid,YES,null
COL,budget_alerts,budget_line_id,uuid,YES,null
COL,budget_alerts,alert_type,character varying(50),NO,null
COL,budget_alerts,severity,character varying(20),YES,'warning'::character varying
COL,budget_alerts,threshold_percent,numeric,NO,null
COL,budget_alerts,current_percent,numeric,YES,null
COL,budget_alerts,budgeted_amount,numeric,YES,null
COL,budget_alerts,actual_amount,numeric,YES,null
COL,budget_alerts,message_ar,text,YES,null
COL,budget_alerts,message_en,text,YES,null
COL,budget_alerts,is_active,boolean,YES,true
COL,budget_alerts,triggered_at,timestamp with time zone,YES,now()
COL,budget_alerts,acknowledged_by,uuid,YES,null
COL,budget_alerts,acknowledged_at,timestamp with time zone,YES,null
COL,budget_alerts,acknowledgment_notes,text,YES,null
COL,budget_alerts,created_at,timestamp with time zone,YES,now()
COL,budget_alerts,updated_at,timestamp with time zone,YES,now()
COL,budget_lines,id,uuid,NO,gen_random_uuid()
COL,budget_lines,tenant_id,uuid,NO,null
COL,budget_lines,budget_id,uuid,NO,null
COL,budget_lines,account_id,uuid,NO,null
COL,budget_lines,cost_center_id,uuid,YES,null
COL,budget_lines,period,character varying(10),NO,null
COL,budget_lines,period_start,date,NO,null
COL,budget_lines,period_end,date,NO,null
COL,budget_lines,budgeted_amount,numeric,NO,0
COL,budget_lines,actual_amount,numeric,YES,0
COL,budget_lines,committed_amount,numeric,YES,0
COL,budget_lines,available_amount,numeric,YES,null
COL,budget_lines,variance,numeric,YES,null
COL,budget_lines,variance_percent,numeric,YES,null
COL,budget_lines,notes,text,YES,null
COL,budget_lines,created_at,timestamp with time zone,YES,now()
COL,budget_lines,updated_at,timestamp with time zone,YES,now()
COL,budgets,id,uuid,NO,gen_random_uuid()
COL,budgets,tenant_id,uuid,NO,null
COL,budgets,company_id,uuid,NO,null
COL,budgets,code,character varying(50),YES,null
COL,budgets,name_ar,character varying(255),NO,null
COL,budgets,name_en,character varying(255),YES,null
COL,budgets,description,text,YES,null
COL,budgets,budget_type,character varying(50),NO,'expense'::character varying
COL,budgets,fiscal_year_id,uuid,YES,null
COL,budgets,start_date,date,NO,null
COL,budgets,end_date,date,NO,null
COL,budgets,period_type,character varying(20),YES,'monthly'::character varying
COL,budgets,total_budgeted,numeric,YES,0
COL,budgets,total_actual,numeric,YES,0
COL,budgets,total_variance,numeric,YES,null
COL,budgets,variance_percent,numeric,YES,null
COL,budgets,cost_center_id,uuid,YES,null
COL,budgets,currency,character varying(3),YES,'SAR'::character varying
COL,budgets,status,character varying(20),YES,'draft'::character varying
COL,budgets,approved_by,uuid,YES,null
COL,budgets,approved_at,timestamp with time zone,YES,null
COL,budgets,created_by,uuid,YES,null
COL,budgets,created_at,timestamp with time zone,YES,now()
COL,budgets,updated_at,timestamp with time zone,YES,now()
COL,business_industries,id,uuid,NO,gen_random_uuid()
COL,business_industries,code,character varying(50),NO,null
COL,business_industries,name_ar,character varying(200),NO,null
COL,business_industries,name_en,character varying(200),YES,null
COL,business_industries,name_ru,character varying(200),YES,null
COL,business_industries,name_uk,character varying(200),YES,null
COL,business_industries,name_ro,character varying(200),YES,null
COL,business_industries,name_pl,character varying(200),YES,null
COL,business_industries,name_tr,character varying(200),YES,null
COL,business_industries,name_de,character varying(200),YES,null
COL,business_industries,name_it,character varying(200),YES,null
COL,business_industries,description_ar,text,YES,null
COL,business_industries,description_en,text,YES,null
COL,business_industries,icon,character varying(50),YES,null
COL,business_industries,default_coa_template,character varying(50),YES,null
COL,business_industries,has_inventory,boolean,YES,true
COL,business_industries,has_manufacturing,boolean,YES,false
COL,business_industries,has_pos,boolean,YES,false
COL,business_industries,display_order,integer,YES,0
COL,business_industries,is_active,boolean,YES,true
COL,business_industries,created_at,timestamp with time zone,YES,now()
COL,business_industries,updated_at,timestamp with time zone,YES,now()
COL,call_analyses,id,uuid,NO,gen_random_uuid()
COL,call_analyses,call_id,uuid,YES,null
COL,call_analyses,summary,text,YES,null
COL,call_analyses,customer_mood,character varying(50),YES,null
COL,call_analyses,category,character varying(50),YES,null
COL,call_analyses,action_required,boolean,YES,false
COL,call_analyses,transcript,text,YES,null
COL,call_analyses,ai_model,character varying(50),YES,'gemini-2.0-flash'::character varying
COL,call_analyses,created_at,timestamp with time zone,YES,now()
COL,call_logs,id,uuid,NO,gen_random_uuid()
COL,call_logs,tenant_id,uuid,YES,null
COL,call_logs,external_id,character varying(100),YES,null
COL,call_logs,caller_number,character varying(50),YES,null
COL,call_logs,receiver_number,character varying(50),YES,null
COL,call_logs,direction,character varying(20),YES,null
COL,call_logs,duration,integer,YES,null
COL,call_logs,status,character varying(20),YES,null
COL,call_logs,recording_url,text,YES,null
COL,call_logs,started_at,timestamp with time zone,YES,null
COL,call_logs,created_at,timestamp with time zone,YES,now()
COL,call_logs,contact_id,uuid,YES,null
COL,call_logs,customer_id,uuid,YES,null
COL,call_logs,notes,text,YES,null
