schemaname,tablename,policyname,permissive,roles,cmd,qual,with_check
public,mfa_verification_log,mfa_verification_log_update_policy,PERMISSIVE,{authenticated},UPDATE,is_platform_admin(),null
public,module_features,module_features_delete_policy,PERMISSIVE,{authenticated},DELETE,is_platform_admin(),null
public,module_features,module_features_insert_policy,PERMISSIVE,{authenticated},INSERT,null,is_platform_admin()
public,module_features,module_features_select_policy,PERMISSIVE,{authenticated},SELECT,true,null
public,module_features,module_features_update_policy,PERMISSIVE,{authenticated},UPDATE,is_platform_admin(),null
public,modules,modules_delete_policy,PERMISSIVE,{authenticated},DELETE,is_platform_admin(),null
public,modules,modules_insert_policy,PERMISSIVE,{authenticated},INSERT,null,is_platform_admin()
public,modules,modules_select_policy,PERMISSIVE,{authenticated},SELECT,true,null
public,modules,modules_update_policy,PERMISSIVE,{authenticated},UPDATE,is_platform_admin(),null
public,notification_preferences,notification_preferences_delete_policy,PERMISSIVE,{public},DELETE,(is_platform_admin() OR (user_id = auth.uid())),null
public,notification_preferences,notification_preferences_insert_policy,PERMISSIVE,{public},INSERT,null,(is_platform_admin() OR (user_id = auth.uid()))
public,notification_preferences,notification_preferences_select_policy,PERMISSIVE,{public},SELECT,(is_platform_admin() OR (user_id = auth.uid())),null
public,notification_preferences,notification_preferences_update_policy,PERMISSIVE,{public},UPDATE,(is_platform_admin() OR (user_id = auth.uid())),null
public,notifications,notifications_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,notifications,notifications_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR (tenant_id = get_user_tenant_id()))
public,notifications,notifications_select_policy,PERMISSIVE,{authenticated},SELECT,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,notifications,notifications_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,order_items,order_items_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,order_items,order_items_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id)))
public,order_items,order_items_select_policy,PERMISSIVE,{authenticated},SELECT,"(is_platform_admin() OR check_row_access(tenant_id, company_id))",null
public,order_items,order_items_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,orders,orders_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,orders,orders_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id)))
public,orders,orders_select_policy,PERMISSIVE,{authenticated},SELECT,"(is_platform_admin() OR check_row_access(tenant_id, company_id))",null
public,orders,orders_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,partner_allowed_products,partner_allowed_products_delete_policy,PERMISSIVE,{authenticated},DELETE,is_platform_admin(),null
public,partner_allowed_products,partner_allowed_products_insert_policy,PERMISSIVE,{authenticated},INSERT,null,is_platform_admin()
public,partner_allowed_products,partner_allowed_products_select_policy,PERMISSIVE,{authenticated},SELECT,true,null
public,partner_allowed_products,partner_allowed_products_update_policy,PERMISSIVE,{authenticated},UPDATE,is_platform_admin(),null
public,partners,partners_delete_policy,PERMISSIVE,{authenticated},DELETE,is_platform_admin(),null
public,partners,partners_insert_policy,PERMISSIVE,{authenticated},INSERT,null,is_platform_admin()
public,partners,partners_select_policy,PERMISSIVE,{authenticated},SELECT,true,null
public,partners,partners_update_policy,PERMISSIVE,{authenticated},UPDATE,is_platform_admin(),null
public,payment_receipts,payment_receipts_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,payment_receipts,payment_receipts_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id)))
public,payment_receipts,payment_receipts_select_policy,PERMISSIVE,{authenticated},SELECT,"(is_platform_admin() OR check_row_access(tenant_id, company_id))",null
public,payment_receipts,payment_receipts_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,payment_vouchers,Enable all access for authenticated users based on company_id,PERMISSIVE,{public},ALL,can_access_company(company_id),can_access_company(company_id)
public,payment_vouchers,payment_vouchers_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,payment_vouchers,payment_vouchers_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id)))
public,payment_vouchers,payment_vouchers_select_policy,PERMISSIVE,{authenticated},SELECT,"(is_platform_admin() OR check_row_access(tenant_id, company_id))",null
public,payment_vouchers,payment_vouchers_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,plan_module_features,plan_module_features_delete_policy,PERMISSIVE,{authenticated},DELETE,is_platform_admin(),null
public,plan_module_features,plan_module_features_insert_policy,PERMISSIVE,{authenticated},INSERT,null,is_platform_admin()
public,plan_module_features,plan_module_features_select_policy,PERMISSIVE,{authenticated},SELECT,true,null
public,plan_module_features,plan_module_features_update_policy,PERMISSIVE,{authenticated},UPDATE,is_platform_admin(),null
public,plan_modules,plan_modules_delete_policy,PERMISSIVE,{authenticated},DELETE,is_platform_admin(),null
public,plan_modules,plan_modules_insert_policy,PERMISSIVE,{authenticated},INSERT,null,is_platform_admin()
public,plan_modules,plan_modules_select_policy,PERMISSIVE,{authenticated},SELECT,true,null
public,plan_modules,plan_modules_update_policy,PERMISSIVE,{authenticated},UPDATE,is_platform_admin(),null
public,plan_ui_tabs,plan_ui_tabs_delete_policy,PERMISSIVE,{authenticated},DELETE,is_platform_admin(),null
public,plan_ui_tabs,plan_ui_tabs_insert_policy,PERMISSIVE,{authenticated},INSERT,null,is_platform_admin()
public,plan_ui_tabs,plan_ui_tabs_select_policy,PERMISSIVE,{authenticated},SELECT,true,null
public,plan_ui_tabs,plan_ui_tabs_update_policy,PERMISSIVE,{authenticated},UPDATE,is_platform_admin(),null
public,price_list_items,price_list_items_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,price_list_items,price_list_items_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id)))
public,price_list_items,price_list_items_select_policy,PERMISSIVE,{authenticated},SELECT,"(is_platform_admin() OR check_row_access(tenant_id, company_id))",null
public,price_list_items,price_list_items_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,price_lists,price_lists_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,price_lists,price_lists_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id)))
public,price_lists,price_lists_select_policy,PERMISSIVE,{authenticated},SELECT,"(is_platform_admin() OR check_row_access(tenant_id, company_id))",null
public,price_lists,price_lists_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,product_categories,product_categories_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,product_categories,product_categories_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id)))
public,product_categories,product_categories_select_policy,PERMISSIVE,{authenticated},SELECT,"(is_platform_admin() OR check_row_access(tenant_id, company_id))",null
public,product_categories,product_categories_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,product_customer_access,product_customer_access_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,product_customer_access,product_customer_access_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR (tenant_id = get_user_tenant_id()))
public,product_customer_access,product_customer_access_select_policy,PERMISSIVE,{authenticated},SELECT,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,product_customer_access,product_customer_access_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,product_review_stats,product_review_stats_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,product_review_stats,product_review_stats_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR (tenant_id = get_user_tenant_id()))
public,product_review_stats,product_review_stats_select_policy,PERMISSIVE,{authenticated},SELECT,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,product_review_stats,product_review_stats_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,product_reviews,product_reviews_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,product_reviews,product_reviews_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id)))
public,product_reviews,product_reviews_select_policy,PERMISSIVE,{authenticated},SELECT,"(is_platform_admin() OR check_row_access(tenant_id, company_id))",null
public,product_reviews,product_reviews_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,product_uom_conversions,product_uom_conversions_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,product_uom_conversions,product_uom_conversions_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR (tenant_id = get_user_tenant_id()))
public,product_uom_conversions,product_uom_conversions_select_policy,PERMISSIVE,{authenticated},SELECT,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,product_uom_conversions,product_uom_conversions_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,product_variants,variant_read,PERMISSIVE,{public},SELECT,true,null
public,product_variants,variant_write,PERMISSIVE,{public},ALL,(is_platform_admin() OR (tenant_id = get_current_tenant_id_fallback())),null
public,products,product_select_policy,PERMISSIVE,{public},SELECT,(is_platform_admin() OR (tenant_id = get_current_tenant_id_fallback())),null
public,products,product_write_policy,PERMISSIVE,{public},ALL,(is_platform_admin() OR (tenant_id = get_current_tenant_id_fallback())),null
public,products,products_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,products,products_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id)))
public,products,products_select_policy,PERMISSIVE,{authenticated},SELECT,"(is_platform_admin() OR check_row_access(tenant_id, company_id))",null
public,products,products_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,promotional_discounts,promotional_discounts_delete_policy,PERMISSIVE,{authenticated},DELETE,is_platform_admin(),null
public,promotional_discounts,promotional_discounts_insert_policy,PERMISSIVE,{authenticated},INSERT,null,is_platform_admin()
public,promotional_discounts,promotional_discounts_select_policy,PERMISSIVE,{authenticated},SELECT,true,null
public,promotional_discounts,promotional_discounts_update_policy,PERMISSIVE,{authenticated},UPDATE,is_platform_admin(),null
public,purchase_invoice_items,purchase_invoice_items_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,purchase_invoice_items,purchase_invoice_items_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR (tenant_id = get_user_tenant_id()))
public,purchase_invoice_items,purchase_invoice_items_select_policy,PERMISSIVE,{authenticated},SELECT,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,purchase_invoice_items,purchase_invoice_items_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,purchase_invoices,purchase_invoices_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,purchase_invoices,purchase_invoices_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id)))
public,purchase_invoices,purchase_invoices_policy,PERMISSIVE,{public},ALL,(auth.role() = 'authenticated'::text),(auth.role() = 'authenticated'::text)
public,purchase_invoices,purchase_invoices_select_policy,PERMISSIVE,{authenticated},SELECT,"(is_platform_admin() OR check_row_access(tenant_id, company_id))",null
public,purchase_invoices,purchase_invoices_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,purchase_order_items,purchase_order_items_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,purchase_order_items,purchase_order_items_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR (tenant_id = get_user_tenant_id()))
public,purchase_order_items,purchase_order_items_select_policy,PERMISSIVE,{authenticated},SELECT,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,purchase_order_items,purchase_order_items_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,purchase_orders,purchase_orders_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,purchase_orders,purchase_orders_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id)))
public,purchase_orders,purchase_orders_policy,PERMISSIVE,{public},ALL,(auth.role() = 'authenticated'::text),(auth.role() = 'authenticated'::text)
public,purchase_orders,purchase_orders_select_policy,PERMISSIVE,{authenticated},SELECT,"(is_platform_admin() OR check_row_access(tenant_id, company_id))",null
public,purchase_orders,purchase_orders_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,purchase_quotation_items,purchase_quotation_items_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,purchase_quotation_items,purchase_quotation_items_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id)))
public,purchase_quotation_items,purchase_quotation_items_select_policy,PERMISSIVE,{authenticated},SELECT,"(is_platform_admin() OR check_row_access(tenant_id, company_id))",null
public,purchase_quotation_items,purchase_quotation_items_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,purchase_quotations,purchase_quotations_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,purchase_quotations,purchase_quotations_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id)))
public,purchase_quotations,purchase_quotations_select_policy,PERMISSIVE,{authenticated},SELECT,"(is_platform_admin() OR check_row_access(tenant_id, company_id))",null
public,purchase_quotations,purchase_quotations_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,purchase_quotations,quotation_delete_policy,PERMISSIVE,{public},DELETE,(is_platform_admin() OR ((tenant_id = get_current_tenant_id_fallback()) AND is_tenant_admin())),null
public,purchase_quotations,quotation_insert_policy,PERMISSIVE,{public},INSERT,null,(is_platform_admin() OR (tenant_id = get_current_tenant_id_fallback()))
public,purchase_quotations,quotation_select_policy,PERMISSIVE,{public},SELECT,(is_platform_admin() OR (tenant_id = get_current_tenant_id_fallback())),null
public,purchase_quotations,quotation_update_policy,PERMISSIVE,{public},UPDATE,(is_platform_admin() OR (tenant_id = get_current_tenant_id_fallback())),null
public,purchase_receipt_items,purchase_receipt_items_policy,PERMISSIVE,{public},ALL,(auth.role() = 'authenticated'::text),(auth.role() = 'authenticated'::text)
public,purchase_receipt_items,receipt_item_delete_policy,PERMISSIVE,{public},DELETE,(is_platform_admin() OR ((tenant_id = get_current_tenant_id_fallback()) AND is_tenant_admin())),null
public,purchase_receipt_items,receipt_item_insert_policy,PERMISSIVE,{public},INSERT,null,(is_platform_admin() OR (tenant_id = get_current_tenant_id_fallback()))
public,purchase_receipt_items,receipt_item_select_policy,PERMISSIVE,{public},SELECT,(is_platform_admin() OR (tenant_id = get_current_tenant_id_fallback())),null
public,purchase_receipt_items,receipt_item_update_policy,PERMISSIVE,{public},UPDATE,(is_platform_admin() OR (tenant_id = get_current_tenant_id_fallback())),null
public,purchase_receipts,purchase_receipts_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,purchase_receipts,purchase_receipts_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id)))
public,purchase_receipts,purchase_receipts_policy,PERMISSIVE,{public},ALL,(auth.role() = 'authenticated'::text),(auth.role() = 'authenticated'::text)
public,purchase_receipts,purchase_receipts_select_policy,PERMISSIVE,{authenticated},SELECT,"(is_platform_admin() OR check_row_access(tenant_id, company_id))",null
public,purchase_receipts,purchase_receipts_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,purchase_receipts,receipt_delete_policy,PERMISSIVE,{public},DELETE,(is_platform_admin() OR ((tenant_id = get_current_tenant_id_fallback()) AND is_tenant_admin())),null
public,purchase_receipts,receipt_insert_policy,PERMISSIVE,{public},INSERT,null,(is_platform_admin() OR (tenant_id = get_current_tenant_id_fallback()))
public,purchase_receipts,receipt_select_policy,PERMISSIVE,{public},SELECT,(is_platform_admin() OR (tenant_id = get_current_tenant_id_fallback())),null
public,purchase_receipts,receipt_update_policy,PERMISSIVE,{public},UPDATE,(is_platform_admin() OR (tenant_id = get_current_tenant_id_fallback())),null
public,purchase_request_items,purchase_request_items_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,purchase_request_items,purchase_request_items_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id)))
public,purchase_request_items,purchase_request_items_select_policy,PERMISSIVE,{authenticated},SELECT,"(is_platform_admin() OR check_row_access(tenant_id, company_id))",null
public,purchase_request_items,purchase_request_items_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,purchase_requests,purchase_requests_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,purchase_requests,purchase_requests_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id)))
public,purchase_requests,purchase_requests_select_policy,PERMISSIVE,{authenticated},SELECT,"(is_platform_admin() OR check_row_access(tenant_id, company_id))",null
public,purchase_requests,purchase_requests_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,purchase_requests,request_delete_policy,PERMISSIVE,{public},DELETE,(is_platform_admin() OR ((tenant_id = get_current_tenant_id_fallback()) AND is_tenant_admin())),null
public,purchase_requests,request_insert_policy,PERMISSIVE,{public},INSERT,null,(is_platform_admin() OR (tenant_id = get_current_tenant_id_fallback()))
public,purchase_requests,request_select_policy,PERMISSIVE,{public},SELECT,(is_platform_admin() OR (tenant_id = get_current_tenant_id_fallback())),null
public,purchase_requests,request_update_policy,PERMISSIVE,{public},UPDATE,(is_platform_admin() OR (tenant_id = get_current_tenant_id_fallback())),null
public,purchase_return_items,purchase_return_items_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,purchase_return_items,purchase_return_items_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id)))
public,purchase_return_items,purchase_return_items_select_policy,PERMISSIVE,{authenticated},SELECT,"(is_platform_admin() OR check_row_access(tenant_id, company_id))",null
public,purchase_return_items,purchase_return_items_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,purchase_returns,purchase_returns_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,purchase_returns,purchase_returns_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id)))
public,purchase_returns,purchase_returns_select_policy,PERMISSIVE,{authenticated},SELECT,"(is_platform_admin() OR check_row_access(tenant_id, company_id))",null
public,purchase_returns,purchase_returns_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,purchase_returns,return_delete_policy,PERMISSIVE,{public},DELETE,(is_platform_admin() OR ((tenant_id = get_current_tenant_id_fallback()) AND is_tenant_admin())),null
public,purchase_returns,return_insert_policy,PERMISSIVE,{public},INSERT,null,(is_platform_admin() OR (tenant_id = get_current_tenant_id_fallback()))
public,purchase_returns,return_select_policy,PERMISSIVE,{public},SELECT,(is_platform_admin() OR (tenant_id = get_current_tenant_id_fallback())),null
public,purchase_returns,return_update_policy,PERMISSIVE,{public},UPDATE,(is_platform_admin() OR (tenant_id = get_current_tenant_id_fallback())),null
public,qr_codes,qr_codes_delete_policy,PERMISSIVE,{public},DELETE,(is_platform_admin() OR (is_tenant_admin() AND (tenant_id = get_user_tenant_id()))),null
public,qr_codes,qr_codes_insert_policy,PERMISSIVE,{public},INSERT,null,(is_platform_admin() OR (is_same_brand(tenant_id) AND (tenant_id = get_user_tenant_id())))
public,qr_codes,qr_codes_select_policy,PERMISSIVE,{public},SELECT,(is_platform_admin() OR (is_partner_or_reseller() AND (tenant_id = ANY (get_partner_tenant_ids()))) OR (is_same_brand(tenant_id) AND (tenant_id = get_user_tenant_id()))),null
public,qr_codes,qr_codes_update_policy,PERMISSIVE,{public},UPDATE,(is_platform_admin() OR (is_same_brand(tenant_id) AND (tenant_id = get_user_tenant_id()))),null
public,qr_scans,qr_scans_delete_policy,PERMISSIVE,{public},DELETE,is_platform_admin(),null
public,qr_scans,qr_scans_insert_policy,PERMISSIVE,{public},INSERT,null,(is_platform_admin() OR (is_same_brand(tenant_id) AND (tenant_id = get_user_tenant_id())))
public,qr_scans,qr_scans_select_policy,PERMISSIVE,{public},SELECT,(is_platform_admin() OR (is_partner_or_reseller() AND (tenant_id = ANY (get_partner_tenant_ids()))) OR (is_same_brand(tenant_id) AND (tenant_id = get_user_tenant_id()))),null
public,qr_scans,qr_scans_update_policy,PERMISSIVE,{public},UPDATE,false,null
public,quotation_items,quotation_items_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,quotation_items,quotation_items_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id)))
public,quotation_items,quotation_items_select_policy,PERMISSIVE,{authenticated},SELECT,"(is_platform_admin() OR check_row_access(tenant_id, company_id))",null
public,quotation_items,quotation_items_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,quotations,quotations_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,quotations,quotations_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id)))
public,quotations,quotations_select_policy,PERMISSIVE,{authenticated},SELECT,"(is_platform_admin() OR check_row_access(tenant_id, company_id))",null
public,quotations,quotations_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,recurring_entries,recurring_entries_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,recurring_entries,recurring_entries_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id)))
public,recurring_entries,recurring_entries_select_policy,PERMISSIVE,{authenticated},SELECT,"(is_platform_admin() OR check_row_access(tenant_id, company_id))",null
public,recurring_entries,recurring_entries_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,recurring_entry_executions,recurring_entry_executions_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,recurring_entry_executions,recurring_entry_executions_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR (tenant_id = get_user_tenant_id()))
public,recurring_entry_executions,recurring_entry_executions_select_policy,PERMISSIVE,{authenticated},SELECT,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,recurring_entry_executions,recurring_entry_executions_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,recurring_entry_history,recurring_entry_history_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,recurring_entry_history,recurring_entry_history_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR (tenant_id = get_user_tenant_id()))
public,recurring_entry_history,recurring_entry_history_select_policy,PERMISSIVE,{authenticated},SELECT,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,recurring_entry_history,recurring_entry_history_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
